"BoxOffDomIA" "Anno" "Sequel" "Tipo" "Fonte" "Metodo_Prod" "Genere" "Rating" "Budget"
"Waiting for Superman 2010" 6.417134 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"It s Kind of a Funny Story 2010" 6.363624 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "PG-13" 8
"Sea Rex 3D: Journey to a Prehistoric World 2010" 5.774881 2010 0 "Factual" "Real Life Events" "Animation/Live Action" "Documentario" NA 5
"Beginners 2010" 5.76168 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 3.2
"The Warrior s Way 2010" 5.665848 2010 0 "Historical Fiction" "Original Screenplay" "Live Action" "Western" "R" 42
"The Guard 2010" 5.332741 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 6
"Margin Call 2010" 5.326586 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 3.4
"Cave of Forgotten Dreams 2010" 5.278158 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "G" NA
"Biutiful 2010" 5.075834 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 35
"I am Love 2010" 5.005463 2010 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" NA 10
"The Company Men 2010" 4.422195 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Way 2010" 4.408301 2010 0 "Contemporary Fiction" NA "Live Action" "Drammatico" "PG-13" NA
"Inside Job 2010" 4.307498 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG-13" 2
"Greenberg 2010" 4.234168 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Goon 2010" 4.028689 2010 0 "Contemporary Fiction" "Real Life Events" "Live Action" "Commedia" "R" NA
"Des Hommes et Des Dieux 2010" 3.934704 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 5
"Exit Through the Gift Shop 2010" 3.29125 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"You Will Meet a Tall Dark Stranger 2010" 3.247721 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 15
"Catfish 2010" 3.237346 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG-13" NA
"Another Year 2010" 3.190369 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 8
"Salmon Fishing in the Yemen 2010" 3.153633 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"Chloe 2010" 3.075254 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 13
"Melancholia 2010" 3.015558 2010 0 "Science Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 9.4
"Joan Rivers: A Piece of Work 2010" 2.930685 2010 0 "Factual" NA "Live Action" "Documentario" "R" NA
"The Way Back 2010" 2.705576 2010 0 "Dramatization" "Real Life Events" "Live Action" "Avventura" "PG-13" NA
"Everything Must Go 2010" 2.698451 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 5
"Jeff, Who Lives at Home 2010" 2.67845 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"N-Secure 2010" 2.595644 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 1.6
"Bucky Larson: Born to Be a Star 2010" 2.516634 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Never Let Me Go 2010" 2.434649 2010 0 "Science Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 15
"The Grace Card 2010" 2.418474 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"L illusionniste 2010" 2.231474 2010 0 "Historical Fiction" "Original Screenplay" "Hand Animation" "Avventura" "PG" 17
"Rabbit Hole 2010" 2.229058 2010 0 "Contemporary Fiction" "Play" "Live Action" "Drammatico" "PG-13" 5
"I Love You, Phillip Morris 2010" 2.032866 2010 0 "Contemporary Fiction" "Real Life Events" "Live Action" "Commedia" "R" 13
"Stone 2010" 1.810076 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 22
"Flipped 2010" 1.755209 2010 0 "Historical Fiction" "Fiction Source" "Live Action" "Commedia" "PG" NA
"Kites 2010" 1.685272 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" NA NA
"Senna 2010" 1.604297 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"Cairo Time 2010" 1.603619 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" NA
"I Am 2010" 1.58301 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"We need to Talk About Kevin 2010" 1.455295 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" NA NA
"Snow Flower and the Secret Fan 2010" 1.341403 2010 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 6
"Restrepo 2010" 1.330893 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"Dabangg 2010" 1.288547 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" NA NA
"Housefull 2010" 1.183658 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA 10.1
"Kill the Irishman 2010" 1.182198 2010 0 "Historical Fiction" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Dylan Dog: Dead of Night 2010" 1.180549 2010 0 "Fantasy" "Comic/Graphic Novel" "Live Action" "Horror" "PG-13" 20
"The Whistleblower 2010" 1.115259 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Made in Dagenham 2010" 1.092323 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 8
"Buried 2010" 1.044147 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" NA
"Animal Kingdom 2010" 1.043894 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 4.2
"Casino Jack 2010" 1.038884 2010 0 "Historical Fiction" "Real Life Events" "Live Action" "Thriller/Suspense" "R" 12.5
"Guzaarish 2010" 1.026592 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" NA NA
"Les sept jours du talion 2010" 1.011916 2010 0 NA NA NA NA NA NA
"The Beaver 2010" 0.965917 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 21
"The Concert 2010" 0.924661 2010 0 NA NA NA "Drammatico" "PG-13" NA
"Princess Kaiulani 2010" 0.883885 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" 9
"I Hate Luv Storys 2010" 0.847994 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA NA
"What If... 2010" 0.814674 2010 0 NA NA NA NA "PG" NA
"The Tillman Story 2010" 0.798941 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"Jûsan-nin no shikaku 2010" 0.798728 2010 0 "Historical Fiction" "Remake" "Live Action" "Azione" "R" NA
"L enfant prodige 2010" 0.773614 2010 0 NA "Original Screenplay" "Live Action" "Drammatico" NA NA
"Peepli Live 2010" 0.754836 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" NA NA
"Middle Men 2010" 0.7543 2010 0 "Historical Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Raavan 2010" 0.708727 2010 0 NA NA "Live Action" NA NA NA
"We Are Family 2010" 0.638143 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" NA
"The Virginity Hit 2010" 0.636707 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 2
"The Last Lions 2010" 0.632123 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"Ajami 2010" 0.621858 2010 0 NA NA NA "Drammatico" NA 1
"Howl 2010" 0.617203 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Coriolanus 2010" 0.596618 2010 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "R" 10
"All Good Things 2010" 0.58072 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 20
"Tamara Drewe 2010" 0.560222 2010 0 "Contemporary Fiction" "Comic/Graphic Novel" "Live Action" "Commedia" "R" NA
"L instinct de mort 2010" 0.551606 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Mother 2010" 0.551511 2010 0 NA NA "Live Action" "Drammatico" "R" NA
"The Art of the Steal 2010" 0.544891 2010 0 NA NA NA NA NA NA
"Jack Goes Boating 2010" 0.541996 2010 0 "Contemporary Fiction" "Play" "Live Action" "Commedia" "R" NA
"Machine Gun Preacher 2010" 0.535976 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 30
"Mademoiselle Chambon 2010" 0.530492 2010 0 NA NA NA NA NA NA
"Veer 2010" 0.527194 2010 0 NA NA NA NA NA NA
"Preacher s Kid 2010" 0.514523 2010 0 NA NA "Live Action" "Drammatico" "PG-13" NA
"Phish 3D 2010" 0.485914 2010 0 "Factual" "Real Life Events" "Live Action" "Concerto" NA NA
"Les amours imaginaires 2010" 0.481803 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" NA NA
"Submarine 2010" 0.465242 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "R" 1.9
"Gunless 2010" 0.458054 2010 0 NA NA NA NA NA NA
"The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers 2010" 0.455569 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"The Extra Man 2010" 0.453375 2010 0 NA NA NA NA "R" 7
"The Trotsky 2010" 0.44001 2010 0 NA NA NA NA NA NA
"I Want Your Money 2010" 0.433587 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" 0.4
"Break Ke Baad 2010" 0.42763 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" NA NA
"I m Still Here 2010" 0.408986 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"The 5th Quarter 2010" 0.408159 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" 6
"Tiny Furniture 2010" 0.391147 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA 0.05
"L affaire Farewell 2010" 0.39016 2010 0 "Dramatization" "Real Life Events" "Live Action" "Thriller/Suspense" NA NA
"Hesher 2010" 0.381016 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 7
"Miral 2010" 0.375114 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"La princesse de Montpensier 2010" 0.350647 2010 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" NA NA
"Arthur and the War of Two Worlds 2010" 0.347136 2010 0 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG" NA
"Arthur et la vengeance de Maltazard 2010" 0.345385 2010 0 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG" NA
"Enter the Void 2010" 0.338 2010 0 "Fantasy" "Fiction Source" "Live Action" "Drammatico" NA 16
"Kings of Pastry 2010" 0.336019 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"The First Grader 2010" 0.33063 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" NA
"Super 2010" 0.326062 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 2.5
"A Film Unfinished 2010" 0.320484 2010 0 NA NA NA NA "R" NA
"L Amour Fou 2010" 0.310921 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"Four Lions 2010" 0.309667 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Holy Rollers 2010" 0.303063 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Karthik Calling Karthik 2010" 0.286407 2010 0 NA NA NA NA NA NA
"Life During Wartime 2010" 0.281444 2010 0 NA NA "Live Action" "Commedia" "R" 4.5
"The Tempest 2010" 0.277712 2010 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "PG-13" 20
"Soul Kitchen 2010" 0.2769 2010 0 NA NA NA NA NA NA
"Countdown to Zero 2010" 0.272039 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"Breath Made Visible 2010" 0.267282 2010 0 "Factual" "Real Life Events" NA "Documentario" NA NA
"Phil Ochs 2010" 0.26239 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"Jean-Michel Basquiat: The Radiant Child 2010" 0.256244 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"Trolljegeren 2010" 0.252164 2010 0 "Fantasy" "Original Screenplay" "Live Action" "Horror" "PG" NA
"Le baiser du barbu 2010" 0.249521 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA NA
"My Dog Tulip 2010" 0.246097 2010 0 "Contemporary Fiction" "Fiction Source" "Hand Animation" "Drammatico" NA 0.35
"Queen of the Sun 2010" 0.243975 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"Monsters 2010" 0.2373 2010 0 "Science Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.5
"Rare Exports: A Christmas Tale 2010" 0.236242 2010 0 "Fantasy" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Atithi Tum Kab Jaoge? 2010" 0.235848 2010 0 NA NA NA "Commedia" NA NA
"Brighton Rock 2010" 0.228494 2010 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" NA 11
"The Killer Inside Me 2010" 0.217275 2010 0 NA NA "Live Action" "Drammatico" "R" 13
"Happythankyoumoreplease 2010" 0.215018 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"La Soga 2010" 0.210624 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" NA
"Hausu 2010" 0.210048 2010 0 NA NA NA NA NA NA
"Ip Man: Legend of the Grand Master 2010" 0.204635 2010 1 "Historical Fiction" "Real Life Events" "Live Action" "Azione" "R" NA
"Women Without Men 2010" 0.200895 2010 0 NA NA NA NA NA NA
"Legendary 2010" 0.20039 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" NA
"The Nutcracker in 3D 2010" 0.195459 2010 0 "Kids Fiction" "Other" "Animation/Live Action" "Musical" "PG" 90
"Client 9: The Rise and Fall of Eliot Spitzer 2010" 0.189321 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"Amigo 2010" 0.182669 2010 0 "Historical Fiction" "Real Life Events" "Live Action" "Drammatico" "R" 1.5
"The Human Centipede 2010" 0.18147 2010 0 "Contemporary Fiction" NA "Live Action" "Horror" "R" NA
"Winnebago Man 2010" 0.181036 2010 0 NA NA NA "Documentario" NA NA
"Queen of the Lot 2010" 0.177998 2010 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Casino Jack and the United States of Money 2010" 0.176862 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"South of the Border 2010" 0.174203 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"Frygtelig Lykkelig 2010" 0.170945 2010 0 NA NA NA NA NA NA
"Chance Pe Dance 2010" 0.168641 2010 0 NA NA NA NA NA NA
"Genius Within: The Inner Life of Glenn Gould 2010" 0.167481 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"The Disappearance of Alice Creed 2010" 0.166976 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" NA
"De Mai Tinh 2010" 0.16599 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA NA
"Rann 2010" 0.165871 2010 0 NA NA NA "Drammatico" NA NA
"Restless 2010" 0.162321 2010 0 "Fantasy" "Play" "Live Action" "Drammatico" "PG-13" 8
"Welcome to the Rileys 2010" 0.152861 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 10
"Carlos 2010" 0.145476 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" NA 18
"The Weathered Underground 2010" 0.140095 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Multiplo" NA NA
"Pure Country 2: The Gift 2010" 0.133767 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" NA
"The Eclipse 2010" 0.133412 2010 0 NA NA NA NA "R" 3
"Life, Above All 2010" 0.133404 2010 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"The Warlords 2010" 0.12908 2010 0 NA NA NA NA "R" 40
"Akmareul Boatda 2010" 0.12856 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" NA NA
"Stonewall Uprising 2010" 0.128205 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" NA NA
"The Bang Bang Club 2010" 0.124165 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"Centurion 2010" 0.123573 2010 0 "Historical Fiction" "Original Screenplay" "Live Action" "Azione" "R" 15
"Trust 2010" 0.119407 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 4
"Kaboom 2010" 0.118318 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" NA NA
"The Greatest 2010" 0.115865 2010 0 NA NA "Live Action" "Drammatico" "R" 6
"Last Night 2010" 0.111525 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"Touching Home 2010" 0.110594 2010 0 NA NA NA "Drammatico" NA NA
"Best Worst Movie 2010" 0.109892 2010 0 NA NA NA NA NA NA
"Blood Done Sign My Name 2010" 0.109379 2010 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 10
"Wild Target 2010" 0.10934 2010 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 8
"After.Life 2010" 0.108598 2010 0 NA NA NA NA "R" NA
"The Romantics 2010" 0.106523 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"Henry s Crime 2010" 0.102026 2010 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"Freakonomics 2010" 0.101268 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG-13" 2.9
"8: The Mormon Proposition 2010" 0.100282 2010 0 "Factual" "Real Life Events" "Live Action" "Documentario" "R" NA
"Transformers: Revenge of the Fallen 2009" 423.021687 2009 1 "Science Fiction" "TV" "Animation/Live Action" "Azione" "PG-13" 210
"Harry Potter and the Half-Blood Prince 2009" 317.661073 2009 1 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG" 250
"Up 2009" 308.240382 2009 0 "Fantasy" "Original Screenplay" "Digital Animation" "Avventura" "PG" 175
"The Hangover 2009" 291.743275 2009 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 35
"Star Trek 2009" 271.131984 2009 1 "Science Fiction" "TV" "Live Action" "Avventura" "PG-13" 140
"Monsters vs. Aliens 2009" 208.665804 2009 0 "Kids Fiction" "Comic/Graphic Novel" "Digital Animation" "Avventura" "PG" 175
"Ice Age: Dawn of the Dinosaurs 2009" 206.795535 2009 1 "Kids Fiction" "Original Screenplay" "Digital Animation" "Avventura" "PG" 90
"X-Men Origins: Wolverine 2009" 189.237082 2009 0 "Super Hero" "Other" "Live Action" "Azione" "PG-13" 150
"Night at the Museum: Battle of the Smithsonian 2009" 186.460393 2009 1 "Fantasy" "Fiction Source" "Live Action" "Commedia" "PG" 150
"The Proposal 2009" 172.48385 2009 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 40
"Fast & Furious 2009" 163.127604 2009 1 "Contemporary Fiction" "Real Life Events" "Live Action" "Azione" "PG-13" 85
"G.I. Joe: The Rise of Cobra 2009" 158.011973 2009 0 "Contemporary Fiction" "Other" "Animation/Live Action" "Azione" "PG-13" 175
"Paul Blart: Mall Cop 2009" 153.945656 2009 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 26
"Taken 2009" 152.541039 2009 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 25
"Angels & Demons 2009" 140.311389 2009 1 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "PG-13" 150
"Terminator Salvation: The Future Begins 2009" 131.839241 2009 1 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 200
